;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
51;@detikcom Nanti ada subsidi buat pembeli kendaraan listrik..khususnya mobil..nah saat ini mobil listrik yang terjanâ¦ https://t.co/9uHcjvwQcZ;1;user nanti ada subsidi buat pembeli kendaraan listrik repeated khususnya mobil repeated nah saat ini mobil listrik yang terjan co9uhcjvwqcz;['user', 'nanti', 'ada', 'subsidi', 'buat', 'pembeli', 'kendaraan', 'listrik', 'repeated', 'khususnya', 'mobil', 'repeated', 'nah', 'saat', 'ini', 'mobil', 'listrik', 'yang', 'terjan', 'co9uhcjvwqcz'];['user', 'nanti', 'ada', 'subsidi', 'buat', 'pembeli', 'kendaraan', 'listrik', 'repeated', 'khususnya', 'mobil', 'repeated', 'nah', 'saat', 'ini', 'mobil', 'listrik', 'yang', 'terjan', 'co9uhcjvwqcz'];['user', 'subsidi', 'pembeli', 'kendaraan', 'listrik', 'repeated', 'mobil', 'repeated', 'mobil', 'listrik', 'terjan', 'co9uhcjvwqcz'];user subsidi pembeli kendaraan listrik repeated mobil repeated mobil listrik terjan co9uhcjvwqcz;user subsidi beli kendara listrik repeated mobil repeated mobil listrik terjan co9uhcjvwqcz
52;"@PutraErlangga95 @B171Jakarta Mobil dan mtr listrik di subsidi...
Rakyat mau masak aja dipersulit...";0;user user mobil dan mtr listrik di subsidi repeated rakyat mau masak aja dipersulit repeated;['user', 'user', 'mobil', 'dan', 'mtr', 'listrik', 'di', 'subsidi', 'repeated', 'rakyat', 'mau', 'masak', 'aja', 'dipersulit', 'repeated'];['user', 'user', 'mobil', 'dan', 'mtr', 'listrik', 'di', 'subsidi', 'repeated', 'rakyat', 'mau', 'masak', 'saja', 'dipersulit', 'repeated'];['user', 'user', 'mobil', 'mtr', 'listrik', 'subsidi', 'repeated', 'rakyat', 'masak', 'dipersulit', 'repeated'];user user mobil mtr listrik subsidi repeated rakyat masak dipersulit repeated;user user mobil mtr listrik subsidi repeated rakyat masak sulit repeated
53;Subsidi Rp 5 Triliun Siap Diguyur, Harga Mobil Listrik Lebih Murah! https://t.co/f1J61yjNoc;1;subsidi rp number triliun siap diguyur harga mobil listrik lebih murah cof1j61yjnoc;['subsidi', 'rp', 'number', 'triliun', 'siap', 'diguyur', 'harga', 'mobil', 'listrik', 'lebih', 'murah', 'cof1j61yjnoc'];['subsidi', 'rupiah', 'number', 'triliun', 'siap', 'diguyur', 'harga', 'mobil', 'listrik', 'lebih', 'murah', 'cof1j61yjnoc'];['subsidi', 'rupiah', 'number', 'triliun', 'diguyur', 'harga', 'mobil', 'listrik', 'murah', 'cof1j61yjnoc'];subsidi rupiah number triliun diguyur harga mobil listrik murah cof1j61yjnoc;subsidi rupiah number triliun guyur harga mobil listrik murah cof1j61yjnoc
54;RT @detikoto: Mobil Listrik dan Hybrid Bakal Menjamur Seiring Rencana Subsidi, Baterainya Ada? https://t.co/EQNomEyzXx;1;rt user mobil listrik dan hybrid bakal menjamur seiring rencana subsidi baterainya ada coeqnomeyzxx;['rt', 'user', 'mobil', 'listrik', 'dan', 'hybrid', 'bakal', 'menjamur', 'seiring', 'rencana', 'subsidi', 'baterainya', 'ada', 'coeqnomeyzxx'];['rt', 'user', 'mobil', 'listrik', 'dan', 'hybrid', 'bakal', 'menjamur', 'seiring', 'rencana', 'subsidi', 'baterainya', 'ada', 'coeqnomeyzxx'];['rt', 'user', 'mobil', 'listrik', 'hybrid', 'menjamur', 'seiring', 'rencana', 'subsidi', 'baterainya', 'coeqnomeyzxx'];rt user mobil listrik hybrid menjamur seiring rencana subsidi baterainya coeqnomeyzxx;rt user mobil listrik hybrid jamur iring rencana subsidi baterai coeqnomeyzxx
55;RT @giginpraginanto: Rentan terpuruk tapi pembangunan IKN dan kereta Jinping Jakarta- Bandung jalan terus,  dan mau menggelontorkan puluhanâ¦;0;rt user rentan terpuruk tapi pembangunan allcaps ikn allcaps dan kereta jinping jakarta bandung jalan terus dan mau menggelontorkan puluhan;['rt', 'user', 'rentan', 'terpuruk', 'tapi', 'pembangunan', 'allcaps', 'ikn', 'allcaps', 'dan', 'kereta', 'jinping', 'jakarta', 'bandung', 'jalan', 'terus', 'dan', 'mau', 'menggelontorkan', 'puluhan'];['rt', 'user', 'rentan', 'terpuruk', 'tapi', 'pembangunan', 'allcaps', 'ikn', 'allcaps', 'dan', 'kereta', 'jinping', 'jakarta', 'bandung', 'jalan', 'terus', 'dan', 'mau', 'menggelontorkan', 'puluhan'];['rt', 'user', 'rentan', 'terpuruk', 'pembangunan', 'allcaps', 'ikn', 'allcaps', 'kereta', 'jinping', 'jakarta', 'bandung', 'jalan', 'menggelontorkan', 'puluhan'];rt user rentan terpuruk pembangunan allcaps ikn allcaps kereta jinping jakarta bandung jalan menggelontorkan puluhan;rt user rentan puruk bangun allcaps ikn allcaps kereta jinping jakarta bandung jalan gelontor puluh
56;RT @CNNIndonesia: Pengamat Sebut Mobil BBG Perlu Subsidi Macam Mobil Listrik https://t.co/hptIhPL6Py;0;rt user pengamat sebut mobil allcaps bbg allcaps perlu subsidi macam mobil listrik cohptihpl6py;['rt', 'user', 'pengamat', 'sebut', 'mobil', 'allcaps', 'bbg', 'allcaps', 'perlu', 'subsidi', 'macam', 'mobil', 'listrik', 'cohptihpl6py'];['rt', 'user', 'pengamat', 'sebut', 'mobil', 'allcaps', 'bbg', 'allcaps', 'perlu', 'subsidi', 'macam', 'mobil', 'listrik', 'cohptihpl6py'];['rt', 'user', 'pengamat', 'mobil', 'allcaps', 'bbg', 'allcaps', 'subsidi', 'mobil', 'listrik', 'cohptihpl6py'];rt user pengamat mobil allcaps bbg allcaps subsidi mobil listrik cohptihpl6py;rt user amat mobil allcaps bbg allcaps subsidi mobil listrik cohptihpl6py
57;"Dulu dari minyak tanah dikonversi ke gas LPG. Dalihnya untuk mengurangi subsidi. 
Sekarang mau dikonversi lagi dariâ¦ https://t.co/Kx2WDmK7YP";0;dulu dari minyak tanah dikonversi ke gas allcaps lpg allcaps dalihnya untuk mengurangi subsidi sekarang mau dikonversi lagi dari cokx2wdmk7yp;['dulu', 'dari', 'minyak', 'tanah', 'dikonversi', 'ke', 'gas', 'allcaps', 'lpg', 'allcaps', 'dalihnya', 'untuk', 'mengurangi', 'subsidi', 'sekarang', 'mau', 'dikonversi', 'lagi', 'dari', 'cokx2wdmk7yp'];['dulu', 'dari', 'minyak', 'tanah', 'dikonversi', 'ke', 'gas', 'allcaps', 'lpg', 'allcaps', 'dalihnya', 'untuk', 'mengurangi', 'subsidi', 'sekarang', 'mau', 'dikonversi', 'lagi', 'dari', 'cokx2wdmk7yp'];['minyak', 'tanah', 'dikonversi', 'gas', 'allcaps', 'lpg', 'allcaps', 'dalihnya', 'mengurangi', 'subsidi', 'dikonversi', 'cokx2wdmk7yp'];minyak tanah dikonversi gas allcaps lpg allcaps dalihnya mengurangi subsidi dikonversi cokx2wdmk7yp;minyak tanah konversi gas allcaps lpg allcaps dalih kurang subsidi konversi cokx2wdmk7yp
58;@TirtoID Maaf yah Subsidi Gas 3kg untuk Rakyat Kecilnya ditarik, Karena mau kami alihkan ke Subsidi untuk Orang Kayâ¦ https://t.co/10e9YH38KY;0;user maaf yah subsidi gas 3 kg untuk rakyat kecilnya ditarik karena mau kami alihkan ke subsidi untuk orang kay co10e9yh38ky;['user', 'maaf', 'yah', 'subsidi', 'gas', '3', 'kg', 'untuk', 'rakyat', 'kecilnya', 'ditarik', 'karena', 'mau', 'kami', 'alihkan', 'ke', 'subsidi', 'untuk', 'orang', 'kay', 'co10e9yh38ky'];['user', 'maaf', 'yah', 'subsidi', 'gas', '3', 'kg', 'untuk', 'rakyat', 'kecilnya', 'ditarik', 'karena', 'mau', 'kami', 'alihkan', 'ke', 'subsidi', 'untuk', 'orang', 'kay', 'co10e9yh38ky'];['user', 'maaf', 'yah', 'subsidi', 'gas', '3', 'kg', 'rakyat', 'kecilnya', 'ditarik', 'alihkan', 'subsidi', 'orang', 'kay', 'co10e9yh38ky'];user maaf yah subsidi gas 3 kg rakyat kecilnya ditarik alihkan subsidi orang kay co10e9yh38ky;user maaf yah subsidi gas 3 kg rakyat kecil tarik alih subsidi orang kay co10e9yh38ky
59;Mulyanto Nilai Subsidi Mobil Listrik Lukai Rasa Keadilan Masyarakat https://t.co/QTD8GMuyr0;0;mulyanto nilai subsidi mobil listrik lukai rasa keadilan masyarakat coqtd8gmuyr0;['mulyanto', 'nilai', 'subsidi', 'mobil', 'listrik', 'lukai', 'rasa', 'keadilan', 'masyarakat', 'coqtd8gmuyr0'];['mulyanto', 'nilai', 'subsidi', 'mobil', 'listrik', 'lukai', 'rasa', 'keadilan', 'masyarakat', 'coqtd8gmuyr0'];['mulyanto', 'nilai', 'subsidi', 'mobil', 'listrik', 'lukai', 'keadilan', 'masyarakat', 'coqtd8gmuyr0'];mulyanto nilai subsidi mobil listrik lukai keadilan masyarakat coqtd8gmuyr0;mulyanto nilai subsidi mobil listrik luka adil masyarakat coqtd8gmuyr0
60;Subsidi Mobil Listrik Dianggap Belum Mendesak https://t.co/myALxwwtkZ;0;subsidi mobil listrik dianggap belum mendesak comyalxwwtkz;['subsidi', 'mobil', 'listrik', 'dianggap', 'belum', 'mendesak', 'comyalxwwtkz'];['subsidi', 'mobil', 'listrik', 'dianggap', 'belum', 'mendesak', 'comyalxwwtkz'];['subsidi', 'mobil', 'listrik', 'dianggap', 'mendesak', 'comyalxwwtkz'];subsidi mobil listrik dianggap mendesak comyalxwwtkz;subsidi mobil listrik anggap desak comyalxwwtkz
61;@yara60909 @DPR_RI Ini mksd kenaikan bbm kemaren...???duitnya buat subsidi mobil listrik utk org kaya dan mampu,??immoral;0;user user ini mksd kenaikan bbm kemaren repeated duitnya buat subsidi mobil listrik utk org kaya dan mampu repeated immoral;['user', 'user', 'ini', 'mksd', 'kenaikan', 'bbm', 'kemaren', 'repeated', 'duitnya', 'buat', 'subsidi', 'mobil', 'listrik', 'utk', 'org', 'kaya', 'dan', 'mampu', 'repeated', 'immoral'];['user', 'user', 'ini', 'maksud', 'kenaikan', 'bbm', 'kemaren', 'repeated', 'duitnya', 'buat', 'subsidi', 'mobil', 'listrik', 'untuk', 'orang', 'kaya', 'dan', 'mampu', 'repeated', 'immoral'];['user', 'user', 'maksud', 'kenaikan', 'bbm', 'kemaren', 'repeated', 'duitnya', 'subsidi', 'mobil', 'listrik', 'orang', 'kaya', 'repeated', 'immoral'];user user maksud kenaikan bbm kemaren repeated duitnya subsidi mobil listrik orang kaya repeated immoral;user user maksud naik bbm kemaren repeated duit subsidi mobil listrik orang kaya repeated immoral
62;"RT @NetizenZulid: Orang Kaya dibantu dengan memberikan subsidi mobil listrik

orang miskin dipersulit dengan beli LPG 3Kg (gas melon) wajibâ¦";0;rt user orang kaya dibantu dengan memberikan subsidi mobil listrik orang miskin dipersulit dengan beli allcaps lpg allcaps 3 kg gas melon wajib;['rt', 'user', 'orang', 'kaya', 'dibantu', 'dengan', 'memberikan', 'subsidi', 'mobil', 'listrik', 'orang', 'miskin', 'dipersulit', 'dengan', 'beli', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'gas', 'melon', 'wajib'];['rt', 'user', 'orang', 'kaya', 'dibantu', 'dengan', 'memberikan', 'subsidi', 'mobil', 'listrik', 'orang', 'miskin', 'dipersulit', 'dengan', 'beli', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'gas', 'melon', 'wajib'];['rt', 'user', 'orang', 'kaya', 'dibantu', 'subsidi', 'mobil', 'listrik', 'orang', 'miskin', 'dipersulit', 'beli', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'gas', 'melon', 'wajib'];rt user orang kaya dibantu subsidi mobil listrik orang miskin dipersulit beli allcaps lpg allcaps 3 kg gas melon wajib;rt user orang kaya bantu subsidi mobil listrik orang miskin sulit beli allcaps lpg allcaps 3 kg gas melon wajib
63;RT @detikcom: Ketua Banggar DPR RI, Said Abdullah menganggap subsidi mobil listrik Rp 80 juta tidak masuk akal!  https://t.co/0ekm8n94TK;0;rt user ketua banggar allcaps dpr ri allcaps said abdullah menganggap subsidi mobil listrik rp number juta tidak masuk akal co0ekm8n94tk;['rt', 'user', 'ketua', 'banggar', 'allcaps', 'dpr', 'ri', 'allcaps', 'said', 'abdullah', 'menganggap', 'subsidi', 'mobil', 'listrik', 'rp', 'number', 'juta', 'tidak', 'masuk', 'akal', 'co0ekm8n94tk'];['rt', 'user', 'ketua', 'banggar', 'allcaps', 'dpr', 'di', 'allcaps', 'said', 'abdullah', 'menganggap', 'subsidi', 'mobil', 'listrik', 'rupiah', 'number', 'juta', 'tidak', 'masuk', 'akal', 'co0ekm8n94tk'];['rt', 'user', 'ketua', 'banggar', 'allcaps', 'dpr', 'allcaps', 'said', 'abdullah', 'menganggap', 'subsidi', 'mobil', 'listrik', 'rupiah', 'number', 'juta', 'masuk', 'akal', 'co0ekm8n94tk'];rt user ketua banggar allcaps dpr allcaps said abdullah menganggap subsidi mobil listrik rupiah number juta masuk akal co0ekm8n94tk;rt user ketua banggar allcaps dpr allcaps said abdullah anggap subsidi mobil listrik rupiah number juta masuk akal co0ekm8n94tk
64;RT @wahananewsdotco: Tak Semua Jenis Kendaraan Listrik Dapat Subsidi Tahun Depan https://t.co/ETU0JDkJy0 #Mobil #MobilListrik #KendaraanLisâ¦;1;rt user tak semua jenis kendaraan listrik dapat subsidi tahun depan coetu0jdkjy0 hashtag mobil hashtag hashtag mobil listrik hashtag hashtag kendaraan lis hashtag;['rt', 'user', 'tak', 'semua', 'jenis', 'kendaraan', 'listrik', 'dapat', 'subsidi', 'tahun', 'depan', 'coetu0jdkjy0', 'hashtag', 'mobil', 'hashtag', 'hashtag', 'mobil', 'listrik', 'hashtag', 'hashtag', 'kendaraan', 'lis', 'hashtag'];['rt', 'user', 'tak', 'semua', 'jenis', 'kendaraan', 'listrik', 'dapat', 'subsidi', 'tahun', 'depan', 'coetu0jdkjy0', 'hashtag', 'mobil', 'hashtag', 'hashtag', 'mobil', 'listrik', 'hashtag', 'hashtag', 'kendaraan', 'lis', 'hashtag'];['rt', 'user', 'jenis', 'kendaraan', 'listrik', 'subsidi', 'coetu0jdkjy0', 'hashtag', 'mobil', 'hashtag', 'hashtag', 'mobil', 'listrik', 'hashtag', 'hashtag', 'kendaraan', 'lis', 'hashtag'];rt user jenis kendaraan listrik subsidi coetu0jdkjy0 hashtag mobil hashtag hashtag mobil listrik hashtag hashtag kendaraan lis hashtag;rt user jenis kendara listrik subsidi coetu0jdkjy0 hashtag mobil hashtag hashtag mobil listrik hashtag hashtag kendara lis hashtag
65;"Yang miskin beli gas melon nunjukin KTP, yang kaya beli mobil listrik nunjukin rekening auto subsidi....
Keadilan Sâ¦ https://t.co/fQN1Cphcfd";0;yang miskin beli gas melon nunjukin allcaps ktp allcaps yang kaya beli mobil listrik nunjukin rekening auto subsidi repeated keadilan cofqn1cphcfd;['yang', 'miskin', 'beli', 'gas', 'melon', 'nunjukin', 'allcaps', 'ktp', 'allcaps', 'yang', 'kaya', 'beli', 'mobil', 'listrik', 'nunjukin', 'rekening', 'auto', 'subsidi', 'repeated', 'keadilan', 'cofqn1cphcfd'];['yang', 'miskin', 'beli', 'gas', 'melon', 'nunjukin', 'allcaps', 'ktp', 'allcaps', 'yang', 'kaya', 'beli', 'mobil', 'listrik', 'nunjukin', 'rekening', 'auto', 'subsidi', 'repeated', 'keadilan', 'cofqn1cphcfd'];['miskin', 'beli', 'gas', 'melon', 'nunjukin', 'allcaps', 'ktp', 'allcaps', 'kaya', 'beli', 'mobil', 'listrik', 'nunjukin', 'rekening', 'auto', 'subsidi', 'repeated', 'keadilan', 'cofqn1cphcfd'];miskin beli gas melon nunjukin allcaps ktp allcaps kaya beli mobil listrik nunjukin rekening auto subsidi repeated keadilan cofqn1cphcfd;miskin beli gas melon nunjukin allcaps ktp allcaps kaya beli mobil listrik nunjukin rekening auto subsidi repeated adil cofqn1cphcfd
66;@hery80y @detikcom Ya itu namanya Oknum Pejabat Negara Mau korupsi pakai tangan kedua Bro ...jadi Subsidi  permainaâ¦ https://t.co/ub9YqzN22o;0;user user ya itu namanya oknum pejabat negara mau korupsi pakai tangan kedua bro repeated jadi subsidi permaina coub9yqzn22o;['user', 'user', 'ya', 'itu', 'namanya', 'oknum', 'pejabat', 'negara', 'mau', 'korupsi', 'pakai', 'tangan', 'kedua', 'bro', 'repeated', 'jadi', 'subsidi', 'permaina', 'coub9yqzn22o'];['user', 'user', 'ya', 'itu', 'namanya', 'oknum', 'pejabat', 'negara', 'mau', 'korupsi', 'pakai', 'tangan', 'kedua', 'kakak', 'repeated', 'jadi', 'subsidi', 'permaina', 'coub9yqzn22o'];['user', 'user', 'ya', 'namanya', 'oknum', 'pejabat', 'negara', 'korupsi', 'pakai', 'tangan', 'kakak', 'repeated', 'subsidi', 'permaina', 'coub9yqzn22o'];user user ya namanya oknum pejabat negara korupsi pakai tangan kakak repeated subsidi permaina coub9yqzn22o;user user ya nama oknum jabat negara korupsi pakai tangan kakak repeated subsidi permaina coub9yqzn22o
67;@Tesla Disaat perkiran udh jadi tempat charging panel surya, indonesia masih sibuk kasi subsidi mobil listrik ke oligarki ð¤£;0;user disaat perkiran udh jadi tempat charging panel surya indonesia masih sibuk kasi subsidi mobil listrik ke oligarki;['user', 'disaat', 'perkiran', 'udh', 'jadi', 'tempat', 'charging', 'panel', 'surya', 'indonesia', 'masih', 'sibuk', 'kasi', 'subsidi', 'mobil', 'listrik', 'ke', 'oligarki'];['user', 'disaat', 'perkiran', 'sudah', 'jadi', 'tempat', 'charging', 'panel', 'surya', 'indonesia', 'masih', 'sibuk', 'kasih', 'subsidi', 'mobil', 'listrik', 'ke', 'oligarki'];['user', 'disaat', 'perkiran', 'charging', 'panel', 'surya', 'indonesia', 'sibuk', 'kasih', 'subsidi', 'mobil', 'listrik', 'oligarki'];user disaat perkiran charging panel surya indonesia sibuk kasih subsidi mobil listrik oligarki;user saat kir charging panel surya indonesia sibuk kasih subsidi mobil listrik oligarki
68;RT @CNNIndonesia: Resesi Mengintai, Ekonom Minta Pemerintah Tunda Subsidi Mobil Listrik https://t.co/VtXas5EEWc;0;rt user resesi mengintai ekonom minta pemerintah tunda subsidi mobil listrik covtxas5eewc;['rt', 'user', 'resesi', 'mengintai', 'ekonom', 'minta', 'pemerintah', 'tunda', 'subsidi', 'mobil', 'listrik', 'covtxas5eewc'];['rt', 'user', 'resesi', 'mengintai', 'ekonom', 'minta', 'pemerintah', 'tunda', 'subsidi', 'mobil', 'listrik', 'covtxas5eewc'];['rt', 'user', 'resesi', 'mengintai', 'ekonom', 'pemerintah', 'tunda', 'subsidi', 'mobil', 'listrik', 'covtxas5eewc'];rt user resesi mengintai ekonom pemerintah tunda subsidi mobil listrik covtxas5eewc;rt user resesi intai ekonom perintah tunda subsidi mobil listrik covtxas5eewc
69;Subsidi tak masuk akal kendaraan listrik yang sangat besar sangat tak sebanding dengan alokasi program perlindunganâ¦ https://t.co/q52i4RXS2F;0;subsidi tak masuk akal kendaraan listrik yang sangat besar sangat tak sebanding dengan alokasi program perlindungan coq52i4rxs2f;['subsidi', 'tak', 'masuk', 'akal', 'kendaraan', 'listrik', 'yang', 'sangat', 'besar', 'sangat', 'tak', 'sebanding', 'dengan', 'alokasi', 'program', 'perlindungan', 'coq52i4rxs2f'];['subsidi', 'tak', 'masuk', 'akal', 'kendaraan', 'listrik', 'yang', 'sangat', 'besar', 'sangat', 'tak', 'sebanding', 'dengan', 'alokasi', 'program', 'perlindungan', 'coq52i4rxs2f'];['subsidi', 'masuk', 'akal', 'kendaraan', 'listrik', 'sebanding', 'alokasi', 'program', 'perlindungan', 'coq52i4rxs2f'];subsidi masuk akal kendaraan listrik sebanding alokasi program perlindungan coq52i4rxs2f;subsidi masuk akal kendara listrik banding alokasi program lindung coq52i4rxs2f
70;@yusuf_dumdum Hallllah pretttt kl mang bener nggak mungkin bbm naik pajak naik sembako naik beras aja ter mahal seâ¦ https://t.co/bZhcIqGIY6;0;user halah elongated pret elongated kl mang bener nggak mungkin bbm naik pajak naik sembako naik beras aja ter mahal se cobzhciqgiy6;['user', 'halah', 'elongated', 'pret', 'elongated', 'kl', 'mang', 'bener', 'nggak', 'mungkin', 'bbm', 'naik', 'pajak', 'naik', 'sembako', 'naik', 'beras', 'aja', 'ter', 'mahal', 'se', 'cobzhciqgiy6'];['user', 'halah', 'elongated', 'pret', 'elongated', 'kalau', 'mang', 'benar', 'nggak', 'mungkin', 'bbm', 'naik', 'pajak', 'naik', 'sembako', 'naik', 'beras', 'saja', 'ter', 'mahal', 'se', 'cobzhciqgiy6'];['user', 'halah', 'elongated', 'pret', 'elongated', 'mang', 'nggak', 'bbm', 'pajak', 'sembako', 'beras', 'ter', 'mahal', 'cobzhciqgiy6'];user halah elongated pret elongated mang nggak bbm pajak sembako beras ter mahal cobzhciqgiy6;user halah elongated pret elongated mang nggak bbm pajak sembako beras ter mahal cobzhciqgiy6
71;Airlangga Hartarto mengatakan kebijakan ini bukan semata untuk mendukung orang kaya beli mobil listrik. Ini alasannâ¦ https://t.co/hGjEwa6AHl;1;airlangga hartarto mengatakan kebijakan ini bukan semata untuk mendukung orang kaya beli mobil listrik ini alasann cohgjewa6ahl;['airlangga', 'hartarto', 'mengatakan', 'kebijakan', 'ini', 'bukan', 'semata', 'untuk', 'mendukung', 'orang', 'kaya', 'beli', 'mobil', 'listrik', 'ini', 'alasann', 'cohgjewa6ahl'];['airlangga', 'hartarto', 'mengatakan', 'kebijakan', 'ini', 'bukan', 'semata', 'untuk', 'mendukung', 'orang', 'kaya', 'beli', 'mobil', 'listrik', 'ini', 'alasann', 'cohgjewa6ahl'];['airlangga', 'hartarto', 'kebijakan', 'mendukung', 'orang', 'kaya', 'beli', 'mobil', 'listrik', 'alasann', 'cohgjewa6ahl'];airlangga hartarto kebijakan mendukung orang kaya beli mobil listrik alasann cohgjewa6ahl;airlangga hartarto bijak dukung orang kaya beli mobil listrik alasann cohgjewa6ahl
72;@abu_marko @QianzyZ Berat ya kang jadi petani. Era sekarang memang edan. Subsidi pupuk dikurangi tetapi mobil listrâ¦ https://t.co/PiTT3D5Rq6;0;user user berat ya kang jadi petani era sekarang memang edan subsidi pupuk dikurangi tetapi mobil listr copitt3d5rq6;['user', 'user', 'berat', 'ya', 'kang', 'jadi', 'petani', 'era', 'sekarang', 'memang', 'edan', 'subsidi', 'pupuk', 'dikurangi', 'tetapi', 'mobil', 'listr', 'copitt3d5rq6'];['user', 'user', 'berat', 'ya', 'kang', 'jadi', 'petani', 'era', 'sekarang', 'memang', 'edan', 'subsidi', 'pupuk', 'dikurangi', 'tetapi', 'mobil', 'listr', 'copitt3d5rq6'];['user', 'user', 'berat', 'ya', 'kang', 'petani', 'era', 'edan', 'subsidi', 'pupuk', 'dikurangi', 'mobil', 'listr', 'copitt3d5rq6'];user user berat ya kang petani era edan subsidi pupuk dikurangi mobil listr copitt3d5rq6;user user berat ya kang tani era edan subsidi pupuk rang mobil listr copitt3d5rq6
73;"Presiden Jokowi Ungkap Syarat Kendaraan Listrik Berhak Dapat Subsidi
https://t.co/c98JZUtbMR.";1;presiden jokowi ungkap syarat kendaraan listrik berhak dapat subsidi coc98jzutbmr;['presiden', 'jokowi', 'ungkap', 'syarat', 'kendaraan', 'listrik', 'berhak', 'dapat', 'subsidi', 'coc98jzutbmr'];['presiden', 'jokowi', 'ungkap', 'syarat', 'kendaraan', 'listrik', 'berhak', 'dapat', 'subsidi', 'coc98jzutbmr'];['presiden', 'jokowi', 'syarat', 'kendaraan', 'listrik', 'berhak', 'subsidi', 'coc98jzutbmr'];presiden jokowi syarat kendaraan listrik berhak subsidi coc98jzutbmr;presiden jokowi syarat kendara listrik hak subsidi coc98jzutbmr
74;@SusantoMulyono2 Bulan kemaren ke philipne, di sana sdh banyak ladang solar cel, makin tertinggal saja bangsa ini,â¦ https://t.co/hpnTQm4p1B;0;user bulan kemaren ke philipne di sana sdh banyak ladang solar cel makin tertinggal saja bangsa ini cohpntqm4p1b;['user', 'bulan', 'kemaren', 'ke', 'philipne', 'di', 'sana', 'sdh', 'banyak', 'ladang', 'solar', 'cel', 'makin', 'tertinggal', 'saja', 'bangsa', 'ini', 'cohpntqm4p1b'];['user', 'bulan', 'kemaren', 'ke', 'philipne', 'di', 'sana', 'sudah', 'banyak', 'ladang', 'solar', 'cel', 'makin', 'tertinggal', 'saja', 'bangsa', 'ini', 'cohpntqm4p1b'];['user', 'kemaren', 'philipne', 'ladang', 'solar', 'cel', 'tertinggal', 'bangsa', 'cohpntqm4p1b'];user kemaren philipne ladang solar cel tertinggal bangsa cohpntqm4p1b;user kemaren philipne ladang solar cel tinggal bangsa cohpntqm4p1b
75;"Orang Kaya dibantu dengan memberikan subsidi mobil listrik

orang miskin dipersulit dengan beli LPG 3Kg (gas melon)â¦ https://t.co/odx2oN2KNz";0;orang kaya dibantu dengan memberikan subsidi mobil listrik orang miskin dipersulit dengan beli allcaps lpg allcaps 3 kg gas melon coodx2on2knz;['orang', 'kaya', 'dibantu', 'dengan', 'memberikan', 'subsidi', 'mobil', 'listrik', 'orang', 'miskin', 'dipersulit', 'dengan', 'beli', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'gas', 'melon', 'coodx2on2knz'];['orang', 'kaya', 'dibantu', 'dengan', 'memberikan', 'subsidi', 'mobil', 'listrik', 'orang', 'miskin', 'dipersulit', 'dengan', 'beli', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'gas', 'melon', 'coodx2on2knz'];['orang', 'kaya', 'dibantu', 'subsidi', 'mobil', 'listrik', 'orang', 'miskin', 'dipersulit', 'beli', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'gas', 'melon', 'coodx2on2knz'];orang kaya dibantu subsidi mobil listrik orang miskin dipersulit beli allcaps lpg allcaps 3 kg gas melon coodx2on2knz;orang kaya bantu subsidi mobil listrik orang miskin sulit beli allcaps lpg allcaps 3 kg gas melon coodx2on2knz
76;Biar Dapat Subsidi, Toyota Bakal Produksi Lokal Mobil Listrik bZ4X? https://t.co/HLiQghDeZa;1;biar dapat subsidi toyota bakal produksi lokal mobil listrik bz4x cohliqghdeza;['biar', 'dapat', 'subsidi', 'toyota', 'bakal', 'produksi', 'lokal', 'mobil', 'listrik', 'bz4x', 'cohliqghdeza'];['biar', 'dapat', 'subsidi', 'toyota', 'bakal', 'produksi', 'lokal', 'mobil', 'listrik', 'bz4x', 'cohliqghdeza'];['biar', 'subsidi', 'toyota', 'produksi', 'lokal', 'mobil', 'listrik', 'bz4x', 'cohliqghdeza'];biar subsidi toyota produksi lokal mobil listrik bz4x cohliqghdeza;biar subsidi toyota produksi lokal mobil listrik bz4x cohliqghdeza
77;Respons Honda Soal Subsidi Mobil Listrik dan Rencana Investasi https://t.co/Q2w4FNGtXx;1;respons honda soal subsidi mobil listrik dan rencana investasi coq2w4fngtxx;['respons', 'honda', 'soal', 'subsidi', 'mobil', 'listrik', 'dan', 'rencana', 'investasi', 'coq2w4fngtxx'];['respons', 'honda', 'soal', 'subsidi', 'mobil', 'listrik', 'dan', 'rencana', 'investasi', 'coq2w4fngtxx'];['respons', 'honda', 'subsidi', 'mobil', 'listrik', 'rencana', 'investasi', 'coq2w4fngtxx'];respons honda subsidi mobil listrik rencana investasi coq2w4fngtxx;respons honda subsidi mobil listrik rencana investasi coq2w4fngtxx
